Unnamed: 0,Location,Date Published,Total Cases,Total Deaths,Pct Cases Black/AA,Pct Deaths Black/AA,Date Run,Status code,Count Cases Black/AA,Count Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Date/Time Run,Date Run.1,Date/Time Run.1
,Florida,2020-07-28,436867.0,6117.0,11.98,19.08,2020-07-28,Success!,52345.0,1167.0,True,False,,,3316376.0,16.1,2020/07/28 22:32:52America/Los Angeles TZ,,
,Florida -- Miami-Dade County,2020-07-28,110352.0,1425.0,17.96,,2020-07-28,Success!,10042.0,,False,True,55928.0,,481976.0,17.75,2020/07/28 22:32:52America/Los Angeles TZ,,
,Florida -- Orange County,2020-07-28,27820.0,179.0,25.12,,2020-07-28,Success!,3591.0,,False,True,14296.0,,277193.0,20.98,2020/07/28 22:32:52America/Los Angeles TZ,,
,Georgia,2020-07-28,175052.0,3563.0,25.69,45.38,2020-07-28,Success!,44977.0,1617.0,True,True,,,3239300.0,31.46,2020/07/28 22:32:52America/Los Angeles TZ,,
,Idaho,2020-07-28,19222.0,158.0,1.19,1.9,2020-07-28,Success!,228.0,3.0,False,True,,,11536.0,0.68,2020/07/28 22:32:52America/Los Angeles TZ,,
,Illinois,2020-07-28,173731.0,7446.0,16.63,27.44,2020-07-28,Success!,28884.0,2043.0,True,False,,,1824125.0,14.23,2020/07/28 22:32:52America/Los Angeles TZ,,
,Indiana,2020-07-28,63678.0,2725.0,11.47,14.06,2020-07-28,Success!,7305.0,383.0,True,True,,,619472.0,9.33,2020/07/28 22:32:52America/Los Angeles TZ,,
,Iowa,2020-07-29,42928.0,839.0,7.94,4.53,2020-07-28,Success!,3407.0,38.0,True,True,,,109911.0,3.51,2020/07/28 22:32:52America/Los Angeles TZ,,
,Kansas,2020-07-27,26172.0,335.0,8.98,19.38,2020-07-28,Success!,1931.0,63.0,False,True,21495.0,325.0,169801.0,5.84,2020/07/28 22:32:52America/Los Angeles TZ,,
,Kentucky,,,,,,2020-07-28,"An error occurred. ... AttributeError(""'DataFrame' object has no attribute 'str'"")",,,False,False,,,354112.0,7.98,2020/07/28 22:32:52America/Los Angeles TZ,,
,Louisiana,2020-07-22,111038.0,3700.0,45.36,51.05,2020-07-28,Success!,36693.0,1803.0,False,True,80885.0,3532.0,1502916.0,32.23,2020/07/28 22:32:52America/Los Angeles TZ,,
,Maine,2020-07-28,3838.0,121.0,24.91,,2020-07-28,Success!,862.0,,False,True,3460.0,,17881.0,1.34,2020/07/28 22:32:52America/Los Angeles TZ,,
,Maryland,2020-07-28,85524.0,3327.0,36.34,41.09,2020-07-28,Success!,25880.0,1361.0,False,False,71219.0,3312.0,1788090.0,29.78,2020/07/28 22:32:52America/Los Angeles TZ,,
,Massachusetts,2020-07-28,116182.0,8551.0,9.36,8.19,2020-07-28,Success!,10870.0,700.0,True,False,,,510558.0,7.48,2020/07/28 22:32:52America/Los Angeles TZ,,
,Michigan,2020-07-28,79090.0,6091.0,27.84,39.83,2020-07-28,Success!,22020.0,2426.0,True,False,,,1375424.0,13.81,2020/07/28 22:32:52America/Los Angeles TZ,,
,Minnesota,2020-07-28,52281.0,1580.0,20.61,9.43,2020-07-28,Success!,10776.0,149.0,True,True,,,342186.0,6.19,2020/07/28 22:32:52America/Los Angeles TZ,,
,Mississippi,2020-07-27,54299.0,1543.0,43.44,50.03,2020-07-28,Success!,23585.0,772.0,True,True,,,1125834.0,37.67,2020/07/28 22:32:52America/Los Angeles TZ,,
,Missouri,2020-07-28,44819.0,1213.0,27.96,34.39,2020-07-28,Success!,9479.0,402.0,False,True,33899.0,1169.0,704896.0,11.57,2020/07/28 22:32:52America/Los Angeles TZ,,
,Montana,2020-07-28,3475.0,51.0,0.58,,2020-07-28,Success!,20.0,,True,True,,,4630.0,0.44,2020/07/28 22:32:52America/Los Angeles TZ,,
,Nebraska,2020-07-28,25157.0,321.0,7.85,7.87,2020-07-28,Success!,1540.0,24.0,False,True,19625.0,305.0,90860.0,4.77,2020/07/28 22:32:52America/Los Angeles TZ,,
,New Hampshire,2020-07-28,6500.0,409.0,5.99,2.22,2020-07-28,Success!,337.0,9.0,False,False,5630.0,406.0,20516.0,1.53,2020/07/28 22:32:52America/Los Angeles TZ,,
,New Mexico,2020-07-28,19791.0,626.0,1.88,,2020-07-28,Success!,372.0,,True,False,,,43006.0,2.06,2020/07/28 22:32:52America/Los Angeles TZ,,
,New York -- New York,2020-07-28,220907.0,18878.0,29.91,30.44,2020-07-28,Success!,34141.0,5263.0,False,True,114142.0,17290.0,2049418.0,24.27,2020/07/28 22:32:52America/Los Angeles TZ,,
,NewYork,,,,,,2020-07-28,"An error occurred. ... ConnectionRefusedError(111, 'Connection refused')",,,False,False,,,,,2020/07/28 22:32:52America/Los Angeles TZ,,
,North Carolina,2020-07-28,116087.0,1820.0,24.04,32.38,2020-07-28,Success!,19790.0,569.0,False,True,82329.0,1757.0,2179622.0,21.46,2020/07/28 22:32:52America/Los Angeles TZ,,
,Ohio,,,,,,2020-07-28,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'body'"")",,,False,False,,,1438271.0,12.35,2020/07/28 22:32:52America/Los Angeles TZ,,
,Pennsylvania,2020-07-28,106331.0,7146.0,29.82,21.22,2020-07-28,Success!,15052.0,1484.0,False,True,50476.0,6992.0,1423319.0,11.13,2020/07/28 22:32:52America/Los Angeles TZ,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-07-28,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,2020/07/28 22:32:52America/Los Angeles TZ,,
,SouthCarolina,2020-07-28,84109.0,1565.0,38.21,43.41,2020-07-28,Success!,28332.0,642.0,False,True,74148.0,1479.0,,,2020/07/28 22:32:52America/Los Angeles TZ,,
,SouthDakota,2020-07-28,8492.0,123.0,11.87,,2020-07-28,Success!,1008.0,,False,False,8492.0,,,,2020/07/28 22:32:52America/Los Angeles TZ,,
,Tennessee,2020-07-28,99044.0,999.0,18.93,34.33,2020-07-28,Success!,18749.0,343.0,True,True,,,1117489.0,16.8,2020/07/28 22:32:52America/Los Angeles TZ,,
,Texas,,,,,,2020-07-28,"An error occurred. ... KeyError(""None of ['Race/Ethnicity'] are in the columns"")",,,False,False,,,3365783.0,12.07,2020/07/28 22:32:52America/Los Angeles TZ,,
,Texas -- Bexar County,2020-07-28,37984.0,335.0,6.81,15.32,2020-07-28,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,2020/07/28 22:32:52America/Los Angeles TZ,,
,Utah,2020-07-28,38855.0,286.0,2.5,1.75,2020-07-28,Success!,953.0,5.0,True,False,,,35862.0,1.18,2020/07/28 22:32:52America/Los Angeles TZ,,
,Vermont,2020-07-28,1405.0,56.0,11.72,0.0,2020-07-28,Success!,160.0,0.0,False,True,1365.0,56.0,8058.0,1.29,2020/07/28 22:32:52America/Los Angeles TZ,,
,Virginia,2020-07-21,79371.0,2048.0,16.28,23.58,2020-07-28,Success!,12922.0,483.0,True,True,,,1613285.0,19.17,2020/07/28 22:32:52America/Los Angeles TZ,,
,Washington,2020-07-28,54205.0,1548.0,5.52,3.26,2020-07-28,Success!,1984.0,49.0,False,False,35958.0,1505.0,269854.0,3.7,2020/07/28 22:32:52America/Los Angeles TZ,,
,"Washington, DC",2020-07-28,11945.0,583.0,49.08,73.76,2020-07-28,Success!,5863.0,430.0,True,True,,,321317.0,46.94,2020/07/28 22:32:52America/Los Angeles TZ,,
,Wisconsin,2020-07-28,50179.0,906.0,17.01,22.97,2020-07-28,Success!,7716.0,204.0,False,True,45352.0,888.0,368744.0,6.38,2020/07/28 22:32:52America/Los Angeles TZ,,
,Wisconsin -- Milwaukee,2020-07-28,18485.0,381.0,30.29,38.85,2020-07-28,Success!,5198.0,148.0,False,False,17161.0,381.0,252321.0,26.44,2020/07/28 22:32:52America/Los Angeles TZ,,
,Wyoming,,,,,,2020-07-28,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,5540.0,0.95,2020/07/28 22:32:52America/Los Angeles TZ,,
,Kentucky,2020-07-29,28727.0,724.0,12.05,14.52,2020-07-29,Success!,2277.0,96,False,True,18902.0,668.0,354112.0,7.98,,,
,Illinois,2020-07-30,176896.0,7478.0,16.58,27.43,2020-07-30,Success!,29321.0,2051.0,True,False,,,1824125.0,14.23,,,
,Louisiana,2020-07-29,114481.0,3811.0,44.38,50.36,2020-07-30,Success!,41962.0,1884.0,False,True,94556.0,3741.0,1502916.0,32.23,,,
,Washington,2020-07-30,55803.0,1564.0,5.5,3.22,2020-07-30,Success!,2090.0,49.0,False,False,38034.0,1523.0,269854.0,3.7,,,
,North Carolina,2020-07-30,120194.0,1903.0,24.04,31.61,2020-07-30,Success!,20763.0,580.0,False,True,86359.0,1835.0,2179622.0,21.46,,,
,Wyoming,,,,,,2020-07-30,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,5540.0,0.95,,,
,NewYork,,,,,,2020-07-30,"An error occurred. ... AssertionError(""Key not in dashboard_sections. Valid keys for this data: ['Click Here (Desktop)', 'DASHBOARD 1 DATE (2)', 'Fatalaties by Age Group', 'Fatalaties by County', 'Fatalities by Sex (desktop)', 'PDF Hyperlink (NH)', 'Race', 'Top 10 Comorbid Header', 'Top 10 Comorbidities']"")",,,False,False,,,,,,,
,New York -- New York,2020-07-30,221534.0,18898.0,29.88,30.46,2020-07-30,Success!,34219.0,5272.0,False,True,114534.0,17309.0,2049418.0,24.27,,,
,Wisconsin,2020-07-30,52108.0,919.0,16.77,22.92,2020-07-30,Success!,7900.0,207.0,False,True,47106.0,903.0,368744.0,6.38,,,
,Wisconsin -- Milwaukee,2020-07-30,19027.0,383.0,30.14,38.64,2020-07-30,Success!,5331.0,148.0,False,False,17689.0,383.0,252321.0,26.44,,,
,Oregon,2020-07-30,18131.0,316.0,4.24,2.84,2020-07-30,Success!,674.0,8.0,False,True,15903.0,282.0,77789.0,1.91,,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-07-30,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,,,
,SouthCarolina,2020-07-29,84109.0,1565.0,38.21,43.41,2020-07-30,Success!,28332.0,642.0,False,True,74148.0,1479.0,,,,,
,Tennessee,2020-07-30,102871.0,1033.0,18.92,33.98,2020-07-30,Success!,19463.0,351.0,True,True,,,1117489.0,16.8,,,
,Maine,2020-07-30,3888.0,122.0,24.74,,2020-07-30,Success!,869.0,,False,True,3512.0,,17881.0,1.34,,,
,Maryland,2020-07-30,87177.0,3357.0,36.6,41.05,2020-07-30,Success!,26601.0,1371.0,False,False,72689.0,3340.0,1788090.0,29.78,,,
,Alabama,2020-07-30,83495.0,1516.0,42.92,43.46,2020-07-30,Success!,23518.0,635.0,False,False,54800.0,1461.0,1293186.0,26.58,,,
,Arkansas,2020-07-30,41759.0,442.0,24.45,25.9,2020-07-30,Success!,8862.0,115.0,False,True,36249.0,444.0,460970.0,15.41,,,
,Ohio,,,,,,2020-07-30,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,1438271.0,12.35,,,
,Connecticut,2020-07-29,47717.0,3550.0,13.6,18.45,2020-07-30,Success!,6491.0,655.0,True,False,,,378262.0,10.56,,,
,Michigan,2020-07-30,80807.0,6113.0,27.53,39.82,2020-07-30,Success!,22248.0,2434.0,True,False,,,1375424.0,13.81,,,
,Hawaii,2020-07-30,1989.0,26.0,1.01,,2020-07-30,Success!,12.0,,False,True,1184.0,,26266.0,1.85,,,
,Oklahoma,,,,,,2020-07-30,"An error occurred. ... AttributeError(""'Oklahoma' object has no attribute 'DASHBOARD_40'"")",,,False,False,,,287959.0,7.35,,,
,Montana,2020-07-30,3814.0,55.0,0.55,,2020-07-30,Success!,21.0,,True,True,,,4630.0,0.44,,,
,Kansas,2020-07-29,26870.0,349.0,9.04,18.58,2020-07-30,Success!,2003.0,63.0,False,True,22161.0,339.0,169801.0,5.84,,,
,Alaska,2020-07-30,1791.0,23.0,5.06,0.0,2020-07-30,Success!,83.0,0.0,False,True,1639.0,23.0,24129.0,3.27,,,
,NorthDakota,2020-07-30,6301.0,103.0,,,2020-07-30,Success!,,,False,False,,,,,,,
,Massachusetts,2020-07-30,117098.0,8595.0,9.36,8.2,2020-07-30,Success!,10959.0,705.0,True,False,,,510558.0,7.48,,,
,Florida -- Miami-Dade County,2020-07-30,115916.0,1515.0,17.33,,2020-07-30,Success!,10362.0,,False,True,59780.0,,481976.0,17.75,,,
,Florida -- Orange County,2020-07-30,28591.0,212.0,24.92,,2020-07-30,Success!,3724.0,,False,True,14943.0,,277193.0,20.98,,,
,Iowa,2020-07-30,44054.0,857.0,7.82,4.43,2020-07-30,Success!,3443.0,38.0,True,True,,,109911.0,3.51,,,
,Missouri,2020-07-30,48828.0,1233.0,27.52,34.27,2020-07-30,Success!,10128.0,404.0,False,True,36808.0,1179.0,704896.0,11.57,,,
,Utah,2020-07-30,39696.0,300.0,2.5,1.67,2020-07-30,Success!,974.0,5.0,True,False,,,35862.0,1.18,,,
,Mississippi,2020-07-29,57579.0,1611.0,42.84,49.78,2020-07-30,Success!,24665.0,802.0,True,True,,,1125834.0,37.67,,,
,Texas -- Bexar County,2020-07-30,40253.0,347.0,6.81,15.32,2020-07-30,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,,,
,Minnesota,2020-07-30,53692.0,1594.0,20.68,9.35,2020-07-30,Success!,11105.0,149.0,True,True,,,342186.0,6.19,,,
,Nevada,,,,,,2020-07-30,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'response'"")",,,False,False,,,261123.0,8.93,,,
,Texas,2020-07-30,34684.0,6274.0,13.35,13.9,2020-07-30,Success!,4631.0,866.0,True,False,,,3365783.0,12.07,,,
,Delaware,2020-07-30,14689.0,581.0,27.88,26.67,2020-07-30,Success!,3731.0,148.0,False,False,13383.0,555.0,209892.0,22.11,,,
,Nebraska,2020-07-30,25766.0,328.0,7.82,8.04,2020-07-30,Success!,1569.0,25.0,False,True,20071.0,311.0,90860.0,4.77,,,
,California,2020-07-29 00:00:00,485502.0,8909.0,4.29,8.4,2020-07-30,Success!,13382.0,722.0,False,False,311860.0,8599.0,2267875.0,5.79,,,
,SouthDakota,2020-07-30,8685.0,129.0,11.74,,2020-07-30,Success!,1020.0,,False,False,8685.0,,,,,,
,Vermont,2020-07-30,1407.0,57.0,11.77,0.0,2020-07-30,Success!,161.0,0.0,False,True,1368.0,57.0,8058.0,1.29,,,
,New Mexico,2020-07-30,20388.0,635.0,1.84,,2020-07-30,Success!,376.0,,True,False,,,43006.0,2.06,,,
,Florida,2020-07-30,456105.0,6586.0,12.09,18.87,2020-07-30,Success!,55160.0,1243.0,True,False,,,3316376.0,16.1,,,
,"Washington, DC",2020-07-30,12057.0,584.0,49.42,73.8,2020-07-30,Success!,5959.0,431.0,True,True,,,321317.0,46.94,,,
,California - San Francisco,,,,,,2020-07-30,"An error occurred. ... AttributeError(""'NoneType' object has no attribute 'body'"")",,,False,False,,,,,,,
,Colorado,2020-07-30,46204.0,1822.0,6.0,6.86,2020-07-30,Success!,2139.0,121.0,False,False,35679.0,1763.0,227938.0,4.12,,,
,California - San Diego,2020-07-30,28668.0,558.0,4.72,4.24,2020-07-30,Success!,1070.0,23.0,False,False,22691.0,542.0,166412.0,5.04,,,
,Idaho,2020-07-30,20246.0,174.0,1.17,1.72,2020-07-30,Success!,237.0,3.0,False,True,,,11536.0,0.68,,,
,Pennsylvania,2020-07-30,107958.0,7176.0,29.68,21.22,2020-07-30,Success!,15286.0,1484.0,False,True,51507.0,6992.0,1423319.0,11.13,,,
,Arizona,2020-07-30,170798.0,3626.0,4.43,3.53,2020-07-30,Success!,3915.0,109.0,False,False,88412.0,3092.0,305259.0,4.39,,,
,Georgia,2020-07-30,182286.0,3671.0,25.81,45.36,2020-07-30,Success!,47045.0,1665.0,True,True,,,3239300.0,31.46,,,
,Virginia,2020-07-21,79371.0,2048.0,16.28,23.58,2020-07-30,Success!,12922.0,483.0,True,True,,,1613285.0,19.17,,,
,Indiana,2020-07-30,65253.0,2746.0,11.42,14.02,2020-07-30,Success!,7450.0,385.0,True,True,,,619472.0,9.33,,,
,New Hampshire,,,,,,2020-07-30,"An error occurred. ... TimeoutException('', None, None)",,,False,False,,,20516.0,1.53,,,
,Kentucky,2020-07-30,29386.0,731.0,12.35,14.54,2020-07-30,Success!,2347.0,97.0,False,True,19009.0,673.0,354112.0,7.98,,,
,California - Los Angeles,2020-07-29,185872.0,4552.0,4.59,10.61,2020-07-30,Success!,4974.0,452.0,False,False,108321.0,4260.0,823987.0,8.16,,,
,Illinois,,,,,,2020-07-31,An error occurred. ... KeyError('testDate'),,,False,False,,,1824125.0,14.23,,,
,Louisiana,2020-07-29,116280.0,3835.0,44.38,50.36,2020-07-31,Success!,41962.0,1884.0,False,True,94556.0,3741.0,1502916.0,32.23,,,
,Washington,2020-07-30,55803.0,1564.0,5.5,3.22,2020-07-31,Success!,2090.0,49.0,False,False,38034.0,1523.0,269854.0,3.7,,,
,North Carolina,2020-07-31,122148.0,1924.0,24.03,31.5,2020-07-31,Success!,21190.0,584.0,False,True,88169.0,1854.0,2179622.0,21.46,,,
,Wyoming,,,,,,2020-07-31,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,5540.0,0.95,,,
,NewYork,2020-07-30,415014.0,25150.0,,26.91,2020-07-31,Success!,,6368.0,False,False,,23660.0,,,,,
,New York -- New York,2020-07-31,221822.0,18906.0,29.78,30.46,2020-07-31,Success!,34388.0,5274.0,False,True,115465.0,17317.0,2049418.0,24.27,,,
,Wisconsin,2020-07-31,52940.0,934.0,16.71,22.66,2020-07-31,Success!,8004.0,208.0,False,True,47901.0,918.0,368744.0,6.38,,,
,Wisconsin -- Milwaukee,2020-07-31,19208.0,384.0,30.19,38.54,2020-07-31,Success!,5401.0,148.0,False,False,17891.0,384.0,252321.0,26.44,,,
,Oregon,2020-07-31,18492.0,322.0,4.2,2.8,2020-07-31,Success!,683.0,8.0,False,True,16263.0,286.0,77789.0,1.91,,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-07-31,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,,,
,SouthCarolina,2020-07-31,89016.0,1712.0,38.4,42.79,2020-07-31,Success!,30055.0,691.0,False,True,78275.0,1615.0,,,,,
,Tennessee,2020-07-31,105959.0,1060.0,18.69,33.68,2020-07-31,Success!,19808.0,357.0,True,True,,,1117489.0,16.8,,,
,Maine,2020-07-31,3912.0,123.0,24.67,,2020-07-31,Success!,872.0,,False,True,3535.0,,17881.0,1.34,,,
,Maryland,2020-07-31,88346.0,3362.0,36.7,41.07,2020-07-31,Success!,27055.0,1375.0,False,False,73710.0,3348.0,1788090.0,29.78,,,
,Alabama,2020-07-31,85278.0,1531.0,42.86,43.35,2020-07-31,Success!,23885.0,639.0,False,False,55725.0,1474.0,1293186.0,26.58,,,
,Arkansas,2020-07-31,42511.0,453.0,24.42,25.71,2020-07-31,Success!,9011.0,117.0,False,True,36900.0,455.0,460970.0,15.41,,,
,Ohio,,,,,,2020-07-31,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)'),,,False,False,,,1438271.0,12.35,,,
,Connecticut,2020-07-30,47854.0,3551.0,13.6,18.47,2020-07-31,Success!,6509.0,656.0,True,False,,,378262.0,10.56,,,
,Michigan,2020-07-31,81537.0,6120.0,27.39,39.8,2020-07-31,Success!,22333.0,2436.0,True,False,,,1375424.0,13.81,,,
,Hawaii,2020-07-31,2111.0,26.0,1.18,,2020-07-31,Success!,16.0,,False,True,1352.0,,26266.0,1.85,,,
,Oklahoma,2020-07-31,36487.0,541.0,6.96,6.1,2020-07-31,Success!,2539.4952,33.001,False,False,29145.8156,512.0024,287959.0,7.35,,,
,Montana,2020-07-31,3965.0,60.0,0.53,,2020-07-31,Success!,21.0,,True,True,,,4630.0,0.44,,,
,Kansas,2020-07-31,27812.0,358.0,8.96,18.68,2020-07-31,Success!,2059.0,65.0,False,True,22970.0,348.0,169801.0,5.84,,,
,Alaska,2020-07-31,1844.0,23.0,5.15,0.0,2020-07-31,Success!,87.0,0.0,False,True,1689.0,23.0,24129.0,3.27,,,
,NorthDakota,2020-07-30,6301.0,103.0,,,2020-07-31,Success!,,,False,False,,,,,,,
,Massachusetts,2020-07-31,117612.0,8609.0,9.35,8.2,2020-07-31,Success!,10992.0,706.0,True,False,,,510558.0,7.48,,,
,Florida -- Miami-Dade County,2020-07-31,118462.0,1611.0,17.15,,2020-07-31,Success!,10512.0,,False,True,61309.0,,481976.0,17.75,,,
,Florida -- Orange County,2020-07-31,29011.0,216.0,24.78,,2020-07-31,Success!,3780.0,,False,True,15257.0,,277193.0,20.98,,,
,Iowa,2020-07-31,44581.0,867.0,7.78,4.61,2020-07-31,Success!,3469.0,40.0,True,True,,,109911.0,3.51,,,
,Missouri,2020-07-31,50312.0,1243.0,27.38,34.2,2020-07-31,Success!,10394.0,409.0,False,True,37962.0,1196.0,704896.0,11.57,,,
,Utah,2020-07-31,40196.0,304.0,2.5,1.64,2020-07-31,Success!,986.0,5.0,True,False,,,35862.0,1.18,,,
,Mississippi,2020-07-30,58747.0,1663.0,42.88,49.85,2020-07-31,Success!,25189.0,829.0,True,True,,,1125834.0,37.67,,,
,Texas -- Bexar County,2020-07-31,40803.0,349.0,6.81,15.32,2020-07-31,Success!,464.0,17.0,False,False,6812.0,111.0,146703.0,7.62,,,
,Minnesota,2020-07-31,54463.0,1600.0,20.71,9.38,2020-07-31,Success!,11279.0,150.0,True,True,,,342186.0,6.19,,,
,Nevada,2020-07-31,48088.0,830.0,8.08,12.32,2020-07-31,Success!,2401.0,75.0,False,False,29704.0,609.0,261123.0,8.93,,,
,Texas,2020-07-31,35552.0,6569.0,13.48,13.53,2020-07-31,Success!,4793.0,889.0,True,False,,,3365783.0,12.07,,,
,Delaware,2020-07-31,14788.0,585.0,27.76,26.65,2020-07-31,Success!,3741.0,149.0,False,False,13477.0,559.0,209892.0,22.11,,,
,Nebraska,2020-07-31,26211.0,332.0,7.82,7.96,2020-07-31,Success!,1589.0,25.0,False,True,20332.0,314.0,90860.0,4.77,,,
,California,2020-07-30 00:00:00,493588.0,9005.0,4.28,8.37,2020-07-31,Success!,13622.0,734.0,False,False,318341.0,8766.0,2267875.0,5.79,,,
,SouthDakota,2020-07-31,8764.0,130.0,11.68,,2020-07-31,Success!,1024.0,,False,False,8764.0,,,,,,
,Vermont,2020-07-31,1414.0,57.0,11.78,0.0,2020-07-31,Success!,162.0,0.0,False,True,1375.0,57.0,8058.0,1.29,,,
,New Mexico,2020-07-31,20600.0,642.0,1.89,,2020-07-31,Success!,389.0,,True,False,,,43006.0,2.06,,,
,Florida,2020-07-31,465030.0,6843.0,12.11,18.62,2020-07-31,Success!,56299.0,1274.0,True,False,,,3316376.0,16.1,,,
,"Washington, DC",2020-07-31,12126.0,585.0,49.36,73.85,2020-07-31,Success!,5985.0,432.0,True,True,,,321317.0,46.94,,,
,California - San Francisco,,,,,,2020-07-31,An error occurred. ... KeyError('Date_Uploaded.Data as of'),,,False,False,,,,,,,
,Colorado,2020-07-31,46809.0,1838.0,5.98,6.92,2020-07-31,Success!,2158.0,123.0,False,False,36099.0,1778.0,227938.0,4.12,,,
,California - San Diego,2020-07-31,29048.0,561.0,4.72,4.22,2020-07-31,Success!,1089.0,23.0,False,False,23059.0,545.0,166412.0,5.04,,,
,Idaho,2020-07-31,20721.0,174.0,1.18,1.72,2020-07-31,Success!,244.0,3.0,False,True,,,11536.0,0.68,,,
,Pennsylvania,2020-07-31,108907.0,7189.0,29.59,21.17,2020-07-31,Success!,15390.0,1522.0,False,True,52009.0,7189.0,1423319.0,11.13,,,
,Arizona,2020-07-31,174010.0,3694.0,4.4,3.52,2020-07-31,Success!,4000.0,111.0,False,False,90895.0,3151.0,305259.0,4.39,,,
,Georgia,2020-07-31,186352.0,3752.0,25.75,45.28,2020-07-31,Success!,47983.0,1699.0,True,True,,,3239300.0,31.46,,,
,Virginia,2020-07-21,79371.0,2048.0,16.28,23.58,2020-07-31,Success!,12922.0,483.0,True,True,,,1613285.0,19.17,,,
,WestVirginia,2020-07-26,5960.0,103.0,7.6,,2020-07-31,Success!,453.0,,True,False,,,,,,,
,Indiana,2020-07-31,66154.0,2765.0,11.35,14.03,2020-07-31,Success!,7510.0,388.0,True,True,,,619472.0,9.33,,,
,New Hampshire,2020-07-31,6583.0,415.0,5.94,2.2,2020-07-31,Success!,339.0,9.0,False,False,5709.0,410.0,20516.0,1.53,,,
,Kentucky,2020-07-31,30151.0,735.0,12.04,14.75,2020-07-31,Success!,2418.0,99.0,False,True,20086.0,677.0,354112.0,7.98,,,
,California - Los Angeles,,,,,,2020-07-31,"An error occurred. ... KeyError(""['Under Investigation'] not found in axis"")",,,False,False,,,823987.0,8.16,,,
,Illinois,2020-08-01,180476.0,7503.0,16.5,27.44,2020-08-01,Success!,29784.0,2059.0,True,False,,,1824125.0,14.23,,,
,Louisiana,2020-07-29,116280.0,3835.0,44.38,50.36,2020-08-01,Success!,41962.0,1884.0,False,True,94556.0,3741.0,1502916.0,32.23,,,
,Washington,2020-08-01,57541.0,1592.0,5.49,3.29,2020-08-01,Success!,2134.0,51.0,False,False,38840.0,1551.0,269854.0,3.7,,,
,North Carolina,2020-08-01,123878.0,1964.0,24.06,31.3,2020-08-01,Success!,21584.0,591.0,False,True,89713.0,1888.0,2179622.0,21.46,,,
,Wyoming,2020-08-01,2769.0,26.0,1.01,0.0,2020-08-01,Success!,27.0,0.0,False,False,2669.0,25.0,5540.0,0.95,,,
,NewYork,2020-07-31,415767.0,25164.0,,26.91,2020-08-01,Success!,,6370.0,False,False,,23670.0,,,,,
,New York -- New York,2020-08-01,222131.0,18910.0,29.73,30.45,2020-08-01,Success!,34495.0,5276.0,False,True,116025.0,17324.0,2049418.0,24.27,,,
,Wisconsin,2020-08-01,54002.0,947.0,16.53,22.47,2020-08-01,Success!,8082.0,209.0,False,True,48882.0,930.0,368744.0,6.38,,,
,Wisconsin -- Milwaukee,2020-07-31,19208.0,384.0,30.19,38.54,2020-08-01,Success!,5401.0,148.0,False,False,17891.0,384.0,252321.0,26.44,,,
,Oregon,2020-07-31,18492.0,322.0,4.2,2.8,2020-08-01,Success!,683.0,8.0,False,True,16263.0,286.0,77789.0,1.91,,,
,Rhode Island,2020-07-03,16491.0,960.0,12.29,6.14,2020-08-01,Success!,1592.0,48.0,False,False,12950.0,782.0,69254.0,6.55,,,
,SouthCarolina,2020-07-31,89016.0,1712.0,38.4,42.79,2020-08-01,Success!,30055.0,691.0,False,True,78275.0,1615.0,,,,,
,Tennessee,2020-08-01,108184.0,1067.0,18.66,33.65,2020-08-01,Success!,20191.0,359.0,True,True,,,1117489.0,16.8,,,
,Maine,2020-08-01,3937.0,123.0,24.52,,2020-08-01,Success!,872.0,,False,True,3557.0,,17881.0,1.34,,,
,Maryland,2020-08-01,89365.0,3374.0,36.83,41.11,2020-08-01,Success!,27451.0,1380.0,False,False,74536.0,3357.0,1788090.0,29.78,,,
,Alabama,2020-08-01,86780.0,1553.0,42.78,43.12,2020-08-01,Success!,24255.0,646.0,False,False,56698.0,1498.0,1293186.0,26.58,,,
,Arkansas,2020-08-01,43173.0,458.0,24.46,25.6,2020-08-01,Success!,9162.0,118.0,False,True,37451.0,461.0,460970.0,15.41,,,
,Ohio,2020-08-01,92087.0,3515.0,28.84,19.35,2020-08-01,Success!,22970.0,665.0,False,True,79647.0,3436.0,1438271.0,12.35,,,
